subjID,wave,date,ph1,sm1_1,sm1_5,sm1_9,ax1_1,ax1_2,ax1_3,ax1_4,ax1_5,ax1_6,ax1_7,ax1_8,ax1_9,ax1_10,bf1,bf2,bf3_1,bf3_3,bf3_4,bf3_5,bf3_6,bf4,bf5,pm2,pm3,pm3a,pm4,pm5,pm7,pm7b,pm10_1,pm10_2,pm10_3,pm10_5,pm10_6,sex,age_gp,edu,wtageSG1
12148,13,20091111,4,2,2,2,2,2,2,2,2,2,1,1,1,1,4,3,NA,1,1,1,NA,5,2,3,3,1,1,4,4,3,3,3,3,3,2,2,6,4,1.142010607
12149,13,20091111,4,2,1,1,2,1,2,2,2,1,1,1,1,1,4,NA,1,1,1,2,NA,5,1,2,3,1,3,4,4,4,3,3,3,3,2,2,4,7,0.650695757
12150,13,20091111,4,2,1,2,2,2,2,2,2,1,1,1,1,1,3,2,1,2,2,1,NA,3,2,1,3,2,2,4,4,4,3,3,3,3,3,1,5,5,0.947330684
12151,13,20091111,5,2,1,2,1,4,2,3,3,3,3,1,2,2,1,4,1,2,2,2,NA,1,4,1,1,1,1,4,1,1,3,3,3,3,2,2,6,1,1.142010607
12152,13,20091111,3,2,2,2,2,2,2,2,2,2,1,1,1,1,4,4,1,2,2,2,NA,4,3,2,3,1,3,4,4,4,3,3,3,3,3,2,3,5,0.857777847
12153,13,20091111,3,2,2,2,3,3,3,3,3,1,1,1,1,1,3,3,1,1,1,1,NA,1,1,5,1,1,1,4,1,1,3,3,3,3,3,1,5,7,0.947330684
12154,13,20091111,1,2,2,2,4,2,3,4,3,1,1,2,1,1,1,4,1,1,1,NA,NA,4,2,5,5,2,1,4,4,2,3,3,3,3,3,1,4,5,1.28121311
12155,13,20091111,1,2,2,2,4,3,4,4,2,1,1,1,1,1,3,1,1,2,2,1,NA,2,3,1,4,1,1,4,4,4,3,3,3,3,3,1,1,7,1.01753467
12156,13,20091111,1,2,2,2,3,3,2,3,3,1,1,1,1,1,4,4,1,1,1,1,NA,1,1,1,1,1,3,4,4,4,3,3,2,3,3,1,4,7,1.28121311
12157,13,20091111,1,2,2,2,2,3,1,2,4,1,1,1,1,1,1,2,1,1,1,1,NA,5,1,1,1,1,3,4,4,4,3,3,3,3,3,1,1,7,1.01753467
12158,13,20091111,3,2,2,2,1,2,2,2,3,2,2,2,2,2,3,3,1,2,1,1,NA,5,2,1,3,1,2,4,4,4,3,3,3,3,3,1,4,5,1.28121311
12159,13,20091111,3,2,2,2,3,2,3,2,2,1,1,1,1,2,4,4,1,1,1,1,NA,4,1,1,2,1,3,4,3,2,3,3,3,3,3,2,4,3,0.650695757
12160,13,20091111,2,2,2,2,4,4,4,3,4,1,2,1,1,1,5,4,1,1,1,1,NA,5,4,1,2,1,1,4,4,4,3,3,1,3,3,1,4,7,1.28121311
12161,13,20091111,2,2,2,2,4,4,4,4,4,1,1,1,1,1,3,4,1,1,1,1,NA,1,2,1,1,1,1,4,4,4,3,3,3,3,3,1,3,7,1.529155035
12162,13,20091111,1,2,2,2,3,4,3,3,3,1,1,1,1,1,4,4,1,2,2,2,NA,1,1,1,1,4,2,4,4,4,3,3,3,3,2,2,5,4,0.52118658
12163,13,20091111,3,2,2,2,2,3,2,2,2,1,1,1,1,1,3,1,1,1,2,1,NA,4,1,4,4,1,1,4,4,4,3,3,3,1,3,2,4,6,0.650695757
12164,13,20091111,4,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,2,1,2,2,NA,4,2,5,5,2,4,4,3,4,3,3,3,3,3,2,2,4,1.74448199
12165,13,20091111,3,2,2,2,3,2,2,3,2,1,1,1,1,1,NA,NA,1,2,NA,1,NA,4,1,2,3,2,2,4,4,4,3,3,3,3,3,2,4,4,0.650695757
12166,13,20091111,4,2,2,2,2,1,2,2,2,3,1,2,4,2,4,2,1,NA,1,1,NA,7,2,2,2,1,2,4,3,2,1,3,1,1,1,2,3,5,0.857777847
12167,13,20091111,2,2,2,2,3,3,3,3,4,1,1,1,1,1,5,4,1,1,1,1,NA,3,1,1,1,1,1,4,4,3,3,3,3,3,2,2,4,5,0.650695757
12168,13,20091111,4,2,1,1,2,2,2,2,2,1,1,1,1,1,4,4,2,1,2,2,NA,4,3,2,3,1,1,4,4,3,3,3,3,3,3,1,3,5,1.529155035
12169,13,20091111,4,2,2,2,2,1,1,2,1,1,1,1,1,1,4,4,1,1,1,1,NA,5,3,5,1,1,1,4,1,1,2,3,2,3,3,1,4,5,1.28121311
12170,13,20091111,5,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,1,1,2,2,NA,1,1,1,1,3,2,3,4,3,3,3,3,3,3,1,6,4,1.131954124
12171,13,20091111,4,2,1,2,2,2,3,2,1,1,1,1,1,1,4,4,1,1,1,1,NA,5,1,2,2,2,2,2,4,2,3,3,3,3,3,2,4,3,0.650695757
12172,13,20091111,3,2,2,2,4,2,3,3,2,1,1,1,1,1,4,3,1,2,1,1,NA,5,2,1,1,1,1,4,2,2,3,3,2,3,3,2,3,7,0.857777847
12173,13,20091111,4,2,2,2,2,3,3,2,3,2,2,1,1,1,4,4,1,1,2,2,NA,6,1,2,2,4,2,4,4,4,3,3,2,3,3,2,2,7,1.74448199
12174,13,20091111,3,2,2,1,2,1,3,3,2,3,2,2,2,3,4,3,1,2,1,1,NA,4,2,5,5,1,2,2,4,4,3,2,2,3,2,1,5,3,0.947330684
12175,13,20091111,3,2,2,2,2,3,3,3,2,2,1,1,1,1,4,4,1,1,2,1,NA,1,1,3,1,1,1,4,4,4,3,3,3,3,3,1,4,3,1.28121311
12176,13,20091111,3,2,2,2,3,1,3,4,3,1,1,1,1,1,4,4,1,1,1,1,NA,5,2,5,5,1,1,4,1,1,3,3,1,1,3,2,5,5,0.52118658
12177,13,20091111,3,2,2,2,3,1,3,4,3,1,1,1,1,1,3,3,1,2,1,1,NA,4,1,5,5,1,1,4,4,4,3,3,3,3,3,1,3,7,1.529155035
12178,13,20091111,4,2,2,2,2,4,4,2,4,2,1,2,2,2,4,4,1,2,1,1,NA,4,2,1,1,3,3,4,4,1,1,3,1,3,2,2,3,5,0.857777847
12179,13,20091111,2,2,2,2,NA,NA,NA,2,2,2,1,1,1,1,1,1,2,2,2,NA,NA,4,2,5,NA,2,1,4,4,NA,3,3,3,3,3,2,3,2,0.857777847
12180,13,20091111,2,2,2,2,3,2,2,2,2,1,1,1,1,1,3,2,1,2,1,2,NA,3,1,3,4,1,3,4,4,2,3,3,3,3,3,2,4,5,0.650695757
12181,13,20091111,4,2,1,2,2,3,2,3,3,1,1,1,1,1,3,3,NA,1,1,NA,NA,1,3,2,2,2,4,4,2,1,3,3,3,3,3,1,6,2,1.131954124
12182,13,20091111,4,2,2,2,1,2,1,1,1,2,1,1,2,1,4,4,1,1,1,1,NA,1,2,1,1,1,1,4,4,1,3,3,3,3,3,2,4,7,0.650695757
12183,13,20091111,2,2,2,2,2,4,2,2,3,1,1,1,1,1,5,4,1,2,2,1,NA,4,2,1,2,3,3,4,4,4,3,3,3,3,3,2,3,4,0.857777847
12184,13,20091111,3,2,2,2,1,3,1,2,2,1,1,1,1,1,4,3,1,1,1,2,NA,1,1,1,1,2,3,4,4,1,3,3,2,3,3,2,4,3,0.650695757
12185,13,20091111,3,2,2,2,2,2,2,3,3,1,1,1,1,1,5,4,1,2,1,2,NA,4,2,1,4,4,1,4,1,3,3,3,3,3,3,1,3,5,1.529155035
12186,13,20091111,3,2,NA,2,2,2,3,3,3,2,3,1,2,1,3,1,1,1,1,1,NA,7,1,1,1,1,1,4,4,1,3,3,3,3,3,2,2,7,1.74448199
12187,13,20091112,2,2,2,2,3,2,3,3,1,1,1,1,1,1,4,4,1,1,1,1,NA,1,3,1,1,1,1,4,4,3,3,3,3,2,3,2,1,7,0.815072701
12188,13,20091112,2,2,2,2,2,2,3,3,2,1,1,1,1,1,1,2,1,1,1,1,NA,5,2,3,3,1,1,4,4,3,2,3,3,3,3,2,1,7,0.815072701
12189,13,20091112,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,NA,1,2,1,1,1,1,4,4,4,3,3,3,3,2,2,3,5,0.857777847
12190,13,20091112,2,2,2,2,1,2,2,2,2,2,1,1,1,1,3,2,1,1,1,1,NA,5,2,2,3,2,2,4,3,2,3,3,1,3,3,2,4,2,0.650695757
12191,13,20091112,3,2,2,2,3,3,3,4,3,1,1,1,1,1,4,4,1,2,1,1,NA,5,3,1,3,1,1,4,4,3,3,3,3,3,3,2,4,4,0.650695757
12192,13,20091112,4,2,2,2,3,2,3,3,3,1,1,1,1,1,1,3,1,1,1,1,NA,1,2,1,1,1,1,4,4,3,3,3,1,3,1,2,5,7,0.52118658
12193,13,20091112,3,2,2,2,2,2,2,2,2,1,2,1,1,1,3,3,1,2,2,1,NA,5,2,1,1,1,1,4,4,1,3,3,2,3,2,2,6,1,1.142010607
12194,13,20091112,4,2,2,2,4,2,2,3,4,1,1,1,1,1,4,4,1,1,1,1,NA,4,2,5,1,1,1,4,4,1,3,3,3,3,3,2,3,5,0.857777847
12195,13,20091112,2,2,2,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,4,4,4,4,3,3,3,3,3,2,3,5,0.857777847
12196,13,20091112,4,2,2,2,2,2,3,2,3,1,1,1,1,1,5,3,2,NA,2,NA,NA,5,1,4,1,1,1,4,2,1,3,3,3,3,3,2,6,7,1.142010607
12197,13,20091112,2,2,2,1,4,3,3,3,4,1,1,1,1,1,4,4,1,1,1,1,NA,2,2,2,2,1,1,4,1,4,3,3,3,3,3,2,5,7,0.52118658
12198,13,20091112,4,2,2,2,1,3,1,1,1,1,1,1,1,1,4,4,1,1,1,1,NA,1,2,1,2,1,1,4,2,1,3,3,2,3,3,1,6,5,1.131954124
12199,13,20091112,4,2,2,2,3,3,2,2,3,2,1,1,2,1,4,3,1,1,1,1,NA,4,1,2,2,2,3,4,4,2,3,3,3,3,3,1,4,7,1.28121311
12200,13,20091112,5,2,1,1,3,2,1,4,3,3,1,1,1,1,1,3,1,1,1,1,NA,7,3,1,1,1,1,4,3,2,3,3,3,3,3,2,6,5,1.142010607
12201,13,20091112,4,2,2,2,4,3,3,3,3,1,1,1,1,1,NA,NA,1,2,1,1,NA,1,3,5,5,1,1,4,4,2,3,3,1,3,2,2,5,3,0.52118658
12202,13,20091112,2,2,1,2,3,1,1,1,1,1,2,1,1,1,3,3,NA,1,1,NA,NA,6,2,5,5,1,1,4,1,1,1,3,1,3,3,2,NA,NA,1.073827565
12203,13,20091112,3,2,2,2,2,1,2,3,2,3,3,1,2,1,5,3,1,1,1,2,NA,4,1,1,4,3,3,4,4,4,3,3,3,3,3,1,1,7,1.01753467
12204,13,20091112,4,2,2,2,3,3,3,3,3,1,1,1,1,1,4,4,1,1,1,1,NA,4,1,1,4,1,2,4,4,1,3,3,3,3,3,2,3,4,0.857777847
12205,13,20091112,1,2,2,2,3,3,3,3,3,1,1,1,1,1,5,3,1,1,1,1,NA,4,2,5,5,1,1,4,4,1,3,3,2,3,2,2,6,3,1.142010607
12206,13,20091112,1,2,2,2,3,2,4,2,3,1,1,1,2,1,4,3,1,2,2,2,NA,1,3,5,5,1,1,4,4,4,3,3,3,3,3,2,4,3,0.650695757
12207,13,20091112,2,2,1,2,2,2,2,3,2,1,2,1,1,1,NA,NA,1,NA,1,NA,NA,5,5,1,1,1,1,4,4,1,2,3,2,3,2,1,6,5,1.131954124
12208,13,20091112,3,2,2,2,3,3,2,2,2,1,1,1,1,1,4,NA,1,1,1,1,NA,5,2,1,3,1,1,4,4,1,3,2,2,3,3,1,6,5,1.131954124
12209,13,20091112,1,2,1,1,2,2,2,2,2,2,1,1,1,2,5,4,1,1,1,1,NA,4,2,2,3,3,2,4,4,4,3,3,3,3,3,1,3,7,1.529155035
12210,13,20091112,3,2,2,2,4,2,3,4,3,1,1,1,1,1,1,1,1,1,2,1,NA,5,1,1,1,1,1,4,4,3,3,3,3,3,3,2,4,5,0.650695757
12211,13,20091112,3,2,2,2,2,2,2,3,2,1,1,1,1,1,3,3,1,2,2,2,NA,3,2,1,1,1,4,4,3,2,3,3,2,3,3,2,4,4,0.650695757
12212,13,20091112,3,2,2,2,3,3,4,2,4,1,1,2,1,2,4,3,1,1,1,1,NA,3,4,1,1,1,4,3,1,1,3,3,3,3,3,1,5,3,0.947330684
12213,13,20091112,1,2,2,2,NA,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,NA,1,1,1,5,2,1,4,1,1,3,1,1,3,2,2,6,1,1.142010607
12214,13,20091112,2,2,2,2,3,3,3,3,NA,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,1,4,3,1,1,4,4,3,3,2,3,3,3,1,6,7,1.131954124
12215,13,20091112,3,2,1,2,2,2,2,2,2,1,1,1,1,1,3,2,2,2,2,2,NA,4,2,1,1,1,3,4,4,4,3,3,3,3,3,1,5,3,0.947330684
12216,13,20091112,4,2,2,2,2,2,3,2,2,3,3,1,1,1,4,4,1,2,2,1,NA,5,3,1,3,4,3,4,4,3,3,3,3,3,3,2,2,7,1.74448199
12217,13,20091112,3,2,2,2,1,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,NA,6,1,2,2,3,2,4,4,3,3,3,3,3,3,1,6,4,1.131954124
12218,13,20091112,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,4,1,2,2,1,NA,4,1,5,4,4,2,4,4,4,3,3,3,3,3,1,2,7,2.005026597
12219,13,20091112,3,2,2,2,4,3,3,4,3,1,1,1,1,1,3,1,1,1,1,1,NA,7,1,5,5,1,1,4,4,4,3,3,3,3,3,2,1,6,0.815072701
12220,13,20091112,4,2,1,2,3,3,3,3,4,1,1,1,1,1,4,4,1,2,2,1,NA,4,1,1,1,2,1,4,4,4,3,3,3,3,3,1,3,7,1.529155035
12221,13,20091112,4,2,2,2,2,3,3,2,2,2,2,1,1,1,5,4,1,NA,1,1,NA,5,1,1,4,1,1,3,4,4,3,3,3,3,3,2,1,6,0.815072701
12222,13,20091112,4,2,2,1,4,3,3,3,3,1,1,1,1,1,3,1,2,2,NA,1,NA,5,2,1,1,3,4,4,4,4,2,3,2,3,3,2,6,3,1.142010607
12223,13,20091112,3,2,2,2,3,2,2,2,2,1,1,1,2,1,5,5,1,2,1,1,NA,4,2,1,1,1,1,1,4,4,3,3,3,3,3,1,4,7,1.28121311
12224,13,20091112,4,2,1,2,1,1,1,2,1,1,1,4,2,1,3,4,1,1,1,2,NA,5,2,1,1,1,1,2,1,1,3,3,2,3,3,2,5,4,0.52118658
12225,13,20091112,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,NA,5,2,1,1,1,1,2,4,2,3,3,1,3,1,2,4,4,0.650695757
12226,13,20091112,4,2,2,1,3,3,1,3,3,1,1,1,1,1,3,2,1,2,1,1,NA,4,1,1,1,1,3,4,4,4,3,3,2,3,3,2,5,3,0.52118658
12227,13,20091112,3,2,2,2,3,2,2,2,2,1,1,1,1,1,3,4,1,1,1,1,NA,5,1,5,5,2,4,4,4,2,3,3,3,3,2,1,4,7,1.28121311
12228,13,20091112,1,2,2,2,3,3,3,3,3,1,1,1,1,1,5,3,1,1,1,1,NA,4,3,2,2,1,1,4,3,2,3,3,3,3,2,1,4,5,1.28121311
12229,13,20091112,4,2,1,1,1,2,1,1,1,2,2,4,3,1,5,4,1,1,1,1,NA,5,1,1,1,1,1,4,4,4,3,3,3,3,3,2,5,7,0.52118658
12230,13,20091112,2,2,2,2,3,2,2,3,2,1,1,1,1,1,3,4,1,1,1,1,NA,5,2,1,2,2,1,4,4,1,3,3,2,3,3,2,4,7,0.650695757
12231,13,20091112,3,2,2,2,2,3,2,2,3,1,1,1,1,1,4,4,1,1,1,1,NA,4,1,1,1,1,3,4,4,4,3,3,2,3,2,2,5,6,0.52118658
12232,13,20091112,4,2,2,2,3,2,3,2,3,1,1,1,1,1,3,3,1,1,1,2,NA,5,2,1,3,1,4,4,4,4,3,3,1,3,3,2,4,6,0.650695757
12233,13,20091112,1,2,2,2,2,2,3,4,2,1,1,1,1,1,4,3,1,1,1,2,NA,4,3,1,1,1,3,4,4,4,3,3,3,3,3,1,5,4,0.947330684
12234,13,20091112,4,2,2,2,2,2,2,2,1,2,2,1,2,1,3,4,1,2,2,NA,NA,5,2,2,1,1,4,3,4,1,3,3,3,3,3,1,3,5,1.529155035
12235,13,20091112,1,2,2,2,3,3,3,3,3,2,1,1,1,1,3,3,1,1,1,1,NA,5,1,2,2,3,1,4,4,4,3,3,2,3,3,2,5,4,0.52118658
12236,13,20091112,3,2,2,2,3,2,3,2,2,1,1,1,1,1,4,3,1,1,1,1,NA,5,1,1,2,1,2,4,4,2,3,3,3,3,3,1,4,7,1.28121311
12237,13,20091112,4,2,2,2,3,2,3,3,3,2,2,1,2,1,5,4,1,2,1,1,NA,5,1,2,3,4,4,4,4,3,3,3,3,3,3,1,1,7,1.01753467
12238,13,20091112,2,2,2,2,2,2,2,2,1,1,1,1,1,1,4,4,1,1,1,1,NA,7,2,1,1,4,1,4,4,4,1,3,1,1,3,1,5,2,0.947330684
12239,13,20091112,4,2,2,2,3,2,3,4,3,1,1,1,2,1,4,4,1,1,1,1,NA,7,2,1,3,1,3,4,4,3,3,3,3,3,1,2,3,5,0.857777847
12240,13,20091112,5,2,1,2,1,2,2,2,2,1,4,1,1,2,4,2,2,1,1,1,NA,4,1,1,2,2,4,4,4,4,3,3,2,3,3,2,5,4,0.52118658
12241,13,20091112,3,2,1,2,3,3,2,3,2,1,1,1,1,1,5,3,1,2,2,1,NA,4,1,1,3,2,1,3,4,4,3,3,3,3,3,2,4,5,0.650695757
12242,13,20091112,4,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,NA,1,1,5,5,1,1,4,1,1,2,3,2,1,2,2,6,5,1.142010607
12243,13,20091112,3,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,NA,1,1,1,2,2,1,4,4,3,3,3,1,3,2,2,1,6,0.815072701
12244,13,20091112,3,2,2,2,2,2,2,1,2,1,2,2,1,1,4,4,1,1,1,1,NA,5,2,1,4,2,1,4,2,3,3,3,3,3,1,1,2,7,2.005026597
12245,13,20091112,2,2,2,2,3,3,4,2,3,2,1,1,1,1,2,3,1,1,1,1,NA,4,2,2,2,1,1,4,4,4,3,3,3,3,3,2,3,7,0.857777847
12246,13,20091112,4,2,2,2,4,4,3,3,3,2,1,1,1,1,1,2,1,NA,1,NA,NA,5,3,4,1,1,1,4,4,4,1,1,1,3,3,1,6,5,1.131954124
12247,13,20091112,2,2,2,2,2,3,1,3,3,1,1,1,1,1,4,4,1,1,1,1,NA,4,1,1,1,1,1,4,4,4,3,3,3,3,3,2,3,6,0.857777847
12248,13,20091112,1,2,2,2,3,4,3,3,3,1,1,1,1,1,3,1,1,1,1,1,NA,1,1,1,3,1,1,4,2,2,3,3,3,3,3,2,4,5,0.650695757
12249,13,20091112,1,1,2,2,3,3,2,3,3,1,1,1,1,1,1,3,1,2,2,1,NA,5,2,5,5,1,1,4,4,2,NA,NA,NA,2,2,1,6,2,1.131954124
12250,13,20091112,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,4,1,1,1,1,NA,1,2,5,2,2,1,4,4,4,3,3,3,3,3,2,4,5,0.650695757
12251,13,20091112,2,2,2,1,1,1,1,1,2,2,1,1,2,1,3,4,1,2,2,1,NA,5,2,1,1,1,1,4,4,2,3,3,2,3,3,2,3,5,0.857777847
12252,13,20091112,2,2,2,2,3,4,4,4,3,1,1,1,1,1,5,5,1,2,2,1,NA,1,1,5,5,1,1,4,4,4,3,3,3,3,3,1,3,4,1.529155035
12253,13,20091112,3,2,2,2,3,2,2,2,2,1,1,1,2,2,4,4,1,1,NA,1,NA,5,1,1,3,1,1,4,4,4,3,3,3,3,3,2,4,7,0.650695757
12254,13,20091112,1,2,2,2,4,4,3,3,2,1,1,1,1,1,4,2,1,2,1,NA,NA,4,2,1,1,1,1,4,4,1,3,3,3,3,3,1,5,5,0.947330684
12255,13,20091112,4,2,2,2,3,3,3,2,2,2,2,2,2,1,4,4,1,2,2,2,NA,4,2,4,1,2,2,4,4,2,3,3,2,3,3,2,3,5,0.857777847
12256,13,20091112,4,2,1,2,1,1,2,2,2,2,1,2,1,1,4,4,1,1,1,2,NA,4,1,5,4,1,1,4,4,1,3,3,3,3,3,2,4,3,0.650695757
12257,13,20091112,4,2,1,1,2,2,2,1,1,2,2,2,1,1,4,4,1,1,1,1,NA,5,2,1,2,1,1,4,4,4,3,3,1,3,1,2,3,7,0.857777847
12258,13,20091112,4,2,2,2,1,2,2,1,1,4,2,2,2,2,4,3,1,2,1,1,NA,4,3,4,4,2,1,1,1,2,3,3,3,3,2,2,4,6,0.650695757
12259,13,20091112,4,2,1,2,3,1,3,3,3,1,1,1,1,1,4,4,1,2,2,2,NA,1,1,1,1,1,1,1,4,4,3,3,3,3,3,1,4,5,1.28121311
12260,13,20091112,2,2,2,2,3,3,3,3,2,2,1,1,2,1,4,4,1,1,1,1,NA,7,2,1,1,2,3,3,4,4,3,3,2,3,3,2,3,5,0.857777847
12261,13,20091112,2,2,2,2,3,3,3,3,2,1,1,1,1,1,1,1,1,NA,2,1,NA,5,1,1,1,1,1,4,4,1,3,3,1,3,2,2,4,5,0.650695757
12262,13,20091112,2,2,1,1,2,2,3,2,2,1,1,1,1,1,4,2,1,1,1,1,NA,4,2,1,2,1,1,4,4,4,3,3,3,3,3,1,2,4,2.005026597
12263,13,20091112,2,2,2,2,3,2,3,3,4,1,1,1,1,1,3,4,1,2,2,1,NA,2,2,NA,2,4,1,4,4,4,3,3,3,3,3,1,1,7,1.01753467
12264,13,20091112,4,2,2,2,1,1,1,1,1,4,3,3,3,1,5,4,1,1,NA,1,NA,7,3,5,2,1,1,4,1,1,3,3,3,3,3,2,3,5,0.857777847
12265,13,20091112,3,2,2,2,3,2,2,2,NA,2,1,3,1,1,2,2,1,1,1,1,NA,1,1,2,4,1,1,4,4,4,3,3,3,3,3,2,4,7,0.650695757
12266,13,20091112,2,2,2,2,4,3,3,3,3,1,1,1,1,1,2,1,1,1,1,1,NA,7,1,1,4,1,1,4,4,4,3,2,2,3,2,1,4,4,1.28121311
12267,13,20091112,4,2,2,2,2,3,4,4,4,1,1,1,2,1,4,4,1,1,1,1,NA,6,2,1,3,1,1,4,4,1,3,3,3,3,3,2,3,5,0.857777847
12268,13,20091112,1,2,1,2,2,3,3,2,2,1,1,1,2,1,4,3,1,1,1,1,NA,4,2,1,1,1,1,4,4,1,2,3,2,3,2,2,5,3,0.52118658
12269,13,20091112,4,2,2,1,1,2,2,2,2,3,4,4,4,3,1,2,1,1,1,2,NA,3,2,1,2,1,2,4,4,2,3,3,2,3,3,2,4,6,0.650695757
12270,13,20091112,3,2,2,2,3,2,2,2,2,1,1,1,1,1,3,1,1,2,1,1,NA,5,1,5,5,4,3,4,4,4,3,3,3,3,3,2,1,4,0.815072701
12271,13,20091112,2,2,1,2,3,3,3,4,3,1,2,1,2,1,2,1,NA,1,1,1,NA,4,NA,4,1,1,1,4,4,1,2,2,3,3,2,1,6,NA,1.131954124
12272,13,20091112,2,2,2,2,4,2,4,3,3,1,1,1,1,1,2,3,1,2,1,1,NA,4,1,3,1,1,4,4,4,4,3,3,3,3,3,1,1,5,1.01753467
12273,13,20091112,3,2,2,2,4,4,4,4,4,1,1,1,1,1,4,3,1,1,1,2,NA,1,2,1,1,1,1,1,4,4,3,3,3,3,3,2,5,4,0.52118658
12274,13,20091112,2,2,2,2,2,3,3,1,4,1,1,NA,1,1,3,NA,2,1,1,1,NA,5,3,4,1,1,1,1,1,1,2,3,1,3,2,1,6,5,1.131954124
12275,13,20091112,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,1,2,2,1,NA,5,1,1,4,1,4,4,4,4,3,3,3,3,3,2,1,5,0.815072701
12276,13,20091112,4,2,1,1,2,2,2,2,2,2,1,1,2,1,4,3,1,2,2,2,NA,4,2,1,2,3,3,4,4,2,2,3,2,3,3,2,6,2,1.142010607
12277,13,20091112,5,2,1,1,4,4,2,4,4,2,4,1,2,2,1,3,1,1,1,NA,NA,4,2,1,1,1,1,1,4,4,3,3,2,3,3,2,1,7,0.815072701
12278,13,20091112,1,2,2,2,4,4,4,4,4,1,1,1,1,1,1,2,1,2,1,1,NA,7,5,1,2,1,1,4,4,3,1,3,1,3,1,1,4,5,1.28121311
12279,13,20091112,3,2,2,2,3,3,3,3,3,1,1,1,1,1,3,4,1,1,1,1,NA,4,2,1,2,1,1,4,4,4,3,3,3,3,3,1,3,7,1.529155035
12280,13,20091112,5,2,2,2,2,1,1,1,1,2,2,2,1,1,4,3,1,2,1,1,NA,4,2,1,3,1,1,4,4,4,3,3,3,3,3,2,4,4,0.650695757
12281,13,20091112,1,2,2,2,2,1,1,1,2,2,2,1,1,1,3,2,1,1,1,1,NA,3,2,1,1,1,1,4,4,4,3,3,3,3,1,1,3,7,1.529155035
12282,13,20091112,1,2,2,2,3,2,3,3,3,1,1,1,1,1,3,3,1,1,2,1,NA,5,1,1,1,4,3,4,4,4,3,3,1,3,3,1,6,4,1.131954124
12283,13,20091112,4,2,1,2,2,2,2,2,3,1,1,1,1,1,4,2,1,1,1,1,NA,5,2,1,2,1,2,4,4,2,1,3,1,1,1,2,3,4,0.857777847
12284,13,20091112,2,2,2,2,1,4,4,4,2,2,1,2,1,2,3,3,1,1,1,1,NA,1,2,1,2,2,2,4,4,2,3,3,3,3,3,2,5,6,0.52118658
12285,13,20091112,5,2,1,2,2,1,2,2,1,1,1,1,1,1,3,4,1,1,1,1,NA,4,4,2,3,4,3,4,4,4,3,3,3,3,2,2,3,2,0.857777847
12286,13,20091112,3,2,2,2,3,2,3,3,3,1,1,1,1,1,3,2,1,1,2,2,NA,5,1,5,1,1,3,4,4,4,3,3,3,3,3,1,4,5,1.28121311
12287,13,20091112,4,2,1,2,2,1,2,1,2,1,1,1,1,1,4,1,1,1,1,1,NA,1,1,5,4,1,1,4,4,4,3,3,3,3,3,1,5,1,0.947330684
12288,13,20091112,3,2,2,1,3,3,4,4,4,1,1,1,1,1,2,1,1,1,1,2,NA,1,3,1,1,1,1,4,4,4,2,3,2,3,3,2,3,5,0.857777847
12289,13,20091112,3,2,2,2,3,3,3,3,3,1,1,1,1,1,3,1,1,1,1,1,NA,4,1,5,4,1,3,4,4,4,3,3,3,3,3,2,5,4,0.52118658
12290,13,20091112,4,2,2,2,1,3,1,1,1,1,1,1,1,1,4,5,1,2,1,2,NA,5,NA,1,1,1,1,4,4,2,3,3,3,3,3,2,4,7,0.650695757
12291,13,20091112,4,2,1,2,3,3,2,3,3,1,1,1,1,1,3,1,1,1,1,1,NA,5,2,2,1,1,1,4,4,1,1,3,3,3,2,2,2,4,1.74448199
12292,13,20091112,4,2,2,2,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,1,NA,1,1,3,3,2,3,4,4,4,2,3,3,3,3,1,4,5,1.28121311
12293,13,20091112,3,2,2,2,3,2,2,3,2,2,1,1,1,1,3,1,1,1,2,1,NA,4,1,2,4,1,1,4,4,4,3,3,3,3,3,1,3,7,1.529155035
12294,13,20091112,1,2,2,2,3,4,3,2,3,1,1,1,1,1,1,2,1,1,1,2,NA,6,1,1,1,1,1,4,4,2,2,3,3,3,3,2,3,4,0.857777847
12295,13,20091112,4,2,2,1,2,2,2,2,2,1,2,1,1,1,2,3,1,1,1,1,NA,5,2,1,1,1,1,4,4,1,1,3,1,3,2,2,5,2,0.52118658
12296,13,20091112,4,2,2,2,3,3,3,4,3,1,1,1,1,1,4,3,1,1,1,1,NA,4,1,1,3,1,1,4,3,3,3,3,3,3,3,2,4,7,0.650695757
